,Accident_Index,1st_Road_Number,2nd_Road_Number,Accident_Severity,Date,Day_of_Week,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Control,Junction_Detail,Latitude,Local_Authority_(District),Local_Authority_(Highway),Location_Easting_OSGR,Location_Northing_OSGR,Longitude,LSOA_of_Accident_Location,Number_of_Casualties,Number_of_Vehicles,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Year,InScotland
3082,200501EO40499,400.0,0.0,Slight,09/06/2005,Thursday,1.0,Auto traffic signal,More than 4 arms (not roundabout),51.556797,Islington,Islington,529140.0,185860.0,-0.138571,E01000921,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,09:42,Urban,Fine no high winds,2005,No
3083,200501EO40500,0.0,0.0,Slight,22/04/2005,Friday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.549633,Islington,Islington,531750.0,185130.0,-0.101217,E01002740,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,09:23,Urban,Fine no high winds,2005,No
3084,200501EO40501,201.0,500.0,Slight,03/06/2005,Friday,2.0,Auto traffic signal,Crossroads,51.518496,Camden,Camden,531550.0,181660.0,-0.105395,E01000916,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,12:45,Urban,Fine no high winds,2005,No
3085,200501EO40502,400.0,0.0,Slight,28/05/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.532889,Camden,Camden,529150.0,183200.0,-0.139402,E01000947,1,1,0.0,1.0,Metropolitan Police,Dry,One way street,30,21:10,Urban,Fine no high winds,2005,No
3086,200501EO40503,400.0,0.0,Slight,06/06/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.541834,Camden,Camden,528940.0,184190.0,-0.142066,E01000856,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,18:35,Urban,Fine no high winds,2005,No
3087,200501EO40504,5202.0,0.0,Serious,09/06/2005,Thursday,1.0,Auto traffic signal,Crossroads,51.541916,Camden,Camden,529370.0,184210.0,-0.135861,E01000867,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,11:14,Urban,Fine no high winds,2005,No
3088,200501EO40505,1.0,0.0,Slight,02/06/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.540757,Islington,Islington,531660.0,184140.0,-0.102884,E01002792,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,2005,No
3089,200501EO40506,1.0,503.0,Slight,29/05/2005,Sunday,1.0,Auto traffic signal,Crossroads,51.557571,Islington,Islington,530460.0,185980.0,-0.119496,E01002763,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,2005,No
3090,200501EO40507,5200.0,0.0,Slight,06/06/2005,Monday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.556156,Islington,Islington,529190.0,185790.0,-0.137876,E01000921,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,21:55,Urban,Fine no high winds,2005,No
3091,200501EO40508,501.0,1.0,Slight,29/05/2005,Sunday,2.0,Auto traffic signal,Crossroads,51.531725,Islington,Islington,531470.0,183130.0,-0.105999,E01002707,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,19:42,Urban,Fine no high winds,2005,No
3092,200501EO40509,0.0,0.0,Slight,02/05/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.549444,Islington,Islington,533320.0,185150.0,-0.078579,E01002778,1,1,0.0,1.0,Metropolitan Police,Wet or damp,Single carriageway,30,08:03,Urban,Fine no high winds,2005,No
3093,200501EO40510,1201.0,0.0,Slight,28/05/2005,Saturday,2.0,Give way or uncontrolled,T or staggered junction,51.560834,Islington,Islington,531890.0,186380.0,-0.09873,E01002747,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,06:40,Urban,Fine no high winds,2005,No
3094,200501EO40511,502.0,0.0,Slight,01/06/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.523486,Camden,Camden,530570.0,182190.0,-0.119315,E01000915,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,09:05,Urban,Fine no high winds,2005,No
3095,200501EO40513,521.0,0.0,Slight,09/06/2005,Thursday,1.0,Give way or uncontrolled,Crossroads,51.520437,Camden,Camden,531320.0,181870.0,-0.10863,E01000916,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,14:21,Urban,Fine no high winds,2005,No
3096,200501EO40514,400.0,0.0,Slight,30/05/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.541549,Camden,Camden,529010.0,184160.0,-0.141068,E01000856,1,2,0.0,0.0,Metropolitan Police,Dry,One way street,30,10:10,Urban,Fine no high winds,2005,No
3097,200501EO40515,400.0,0.0,Slight,10/05/2005,Tuesday,1.0,Auto traffic signal,T or staggered junction,51.531806,Camden,Camden,529170.0,183080.0,-0.139158,E01000950,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,12:45,Urban,Fine no high winds,2005,No
3098,200501EO40516,0.0,0.0,Serious,04/05/2005,Wednesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.526691,Camden,Camden,529530.0,182520.0,-0.134177,E01000945,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,10:10,Urban,Fine no high winds,2005,No
3099,200501EO40517,503.0,503.0,Slight,08/06/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.539668,Camden,Camden,528980.0,183950.0,-0.141577,E01000861,2,3,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,08:08,Urban,Fine no high winds,2005,No
3100,200501EO40518,5203.0,0.0,Slight,04/05/2005,Wednesday,1.0,Auto traffic signal,Crossroads,51.546757,Islington,Islington,530590.0,184780.0,-0.118067,E01002713,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,15:37,Urban,Fine no high winds,2005,No
3101,200501EO40519,501.0,0.0,Slight,14/06/2005,Tuesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.52692,Camden,Camden,529710.0,182550.0,-0.131572,E01000852,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,11:55,Urban,Fine no high winds,2005,No
3102,200501EO40521,503.0,400.0,Slight,06/06/2005,Monday,2.0,Give way or uncontrolled,T or staggered junction,51.540452,Camden,Camden,529090.0,184040.0,-0.139959,E01000856,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,14:50,Urban,Fine no high winds,2005,No
3103,200501EO40522,501.0,0.0,Slight,19/06/2005,Sunday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.531748,Islington,Islington,531370.0,183130.0,-0.10744,E01002727,2,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:28,Urban,Fine no high winds,2005,No
3104,200501EO40523,400.0,0.0,Slight,14/06/2005,Tuesday,2.0,Auto traffic signal,Crossroads,51.517594,Camden,Camden,530010.0,181520.0,-0.12763,E01000855,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,06:15,Urban,Fine no high winds,2005,No
3105,200501EO40524,501.0,0.0,Slight,25/05/2005,Wednesday,2.0,Auto traffic signal,Crossroads,51.531542,Islington,Islington,531100.0,183100.0,-0.111342,E01002728,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,18:55,Urban,Fine no high winds,2005,No
3106,200501EO40526,0.0,0.0,Slight,02/06/2005,Thursday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.562312,Camden,Camden,525810.0,186390.0,-0.18639,E01000885,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,21:48,Urban,Fine no high winds,2005,No
3107,200501EO40528,1.0,1.0,Slight,19/05/2005,Thursday,1.0,Auto traffic signal,Roundabout,51.566447,Islington,Islington,529380.0,186940.0,-0.134714,E01002770,1,1,0.0,5.0,Metropolitan Police,Dry,Roundabout,30,07:40,Urban,Fine no high winds,2005,No
3108,200501EO40529,105.0,105.0,Slight,28/05/2005,Saturday,1.0,Give way or uncontrolled,Roundabout,51.55082,Islington,Islington,532820.0,185290.0,-0.085733,E01002782,1,1,0.0,1.0,Metropolitan Police,Dry,Roundabout,30,16:55,Urban,Fine no high winds,2005,No
3109,200501EO40530,0.0,0.0,Slight,17/05/2005,Tuesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.546725,Islington,Islington,530730.0,184780.0,-0.116049,E01002713,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,2005,No
3110,200501EO40531,5202.0,512.0,Slight,03/06/2005,Friday,1.0,Auto traffic signal,T or staggered junction,51.535402,Camden,Camden,529560.0,183490.0,-0.133388,E01000958,1,2,0.0,5.0,Metropolitan Police,Wet or damp,Single carriageway,30,17:40,Urban,Raining no high winds,2005,No
3111,200501EO40532,501.0,501.0,Slight,01/06/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.530865,Camden,Camden,530530.0,183010.0,-0.119588,E01002728,2,1,0.0,4.0,Metropolitan Police,Wet or damp,Single carriageway,30,13:25,Urban,Raining no high winds,2005,No
3112,200501EO40533,515.0,0.0,Slight,23/04/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.534262,Islington,Islington,531380.0,183410.0,-0.107192,E01002696,1,1,0.0,5.0,Metropolitan Police,Wet or damp,Single carriageway,30,11:25,Urban,Raining no high winds,2005,No
3113,200501EO40534,502.0,0.0,Slight,07/06/2005,Tuesday,1.0,Auto traffic signal,Crossroads,51.54061,Camden,Camden,528790.0,184050.0,-0.144279,E01000863,1,2,0.0,5.0,Metropolitan Police,Dry,One way street,30,21:30,Urban,Fine no high winds,2005,No
3114,200501EO40535,400.0,400.0,Slight,02/06/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.521951,Camden,Camden,529430.0,181990.0,-0.135812,E01000854,1,2,0.0,0.0,Metropolitan Police,Dry,One way street,30,18:46,Urban,Fine no high winds,2005,No
3115,200501EO40536,1.0,501.0,Slight,01/06/2005,Wednesday,1.0,Auto traffic signal,Crossroads,51.531912,Islington,Islington,531440.0,183150.0,-0.106424,E01002696,1,1,0.0,5.0,Metropolitan Police,Wet or damp,Single carriageway,30,18:40,Urban,Raining no high winds,2005,No
3116,200501EO40537,510.0,0.0,Slight,09/06/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.546289,Camden,Camden,525520.0,184600.0,-0.19121,E01000973,1,2,0.0,4.0,Metropolitan Police,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,2005,No
3117,200501EO40538,503.0,0.0,Slight,15/03/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.552177,Islington,Islington,530080.0,185370.0,-0.1252,E01002783,3,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,08:20,Urban,Fine no high winds,2005,No
3118,200501EO40540,5202.0,0.0,Slight,07/06/2005,Tuesday,2.0,Give way or uncontrolled,Crossroads,51.539042,Camden,Camden,529360.0,183890.0,-0.136123,E01000958,1,2,0.0,1.0,Metropolitan Police,Dry,One way street,30,16:10,Urban,Fine no high winds,2005,No
3119,200501EO40541,0.0,0.0,Slight,21/06/2005,Tuesday,1.0,Give way or uncontrolled,Slip road,51.542529,Camden,Camden,527860.0,184240.0,-0.157613,E01000857,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:57,Urban,Fine no high winds,2005,No
3120,200501EO40542,104.0,0.0,Slight,17/05/2005,Tuesday,1.0,Auto traffic signal,T or staggered junction,51.546415,Islington,Islington,532830.0,184800.0,-0.085774,E01002716,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,08:05,Urban,Fine no high winds,2005,No
3121,200501EO40543,1.0,104.0,Slight,21/05/2005,Saturday,1.0,Auto traffic signal,T or staggered junction,51.535559,Islington,Islington,531600.0,183560.0,-0.103966,E01002794,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,13:35,Urban,Fine no high winds,2005,No
3122,200501EO40544,104.0,104.0,Slight,04/05/2005,Wednesday,1.0,Auto traffic signal,Crossroads,51.546528,Islington,Islington,532730.0,184810.0,-0.087212,E01002716,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,01:15,Urban,Fine no high winds,2005,No
3123,200501EO40545,0.0,0.0,Slight,18/05/2005,Wednesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.537003,Islington,Islington,531190.0,183710.0,-0.109818,E01002696,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:51,Urban,Fine no high winds,2005,No
3124,200501EO40546,525.0,525.0,Slight,13/05/2005,Friday,1.0,Give way or uncontrolled,Crossroads,51.535812,Camden,Camden,527360.0,183480.0,-0.165094,E01004647,1,3,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,19:54,Urban,Fine no high winds,2005,No
3125,200501EO40547,515.0,0.0,Slight,23/05/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.544429,Islington,Islington,531330.0,184540.0,-0.107491,E01002698,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,15:25,Urban,Fine no high winds,2005,No
3126,200501EO40548,501.0,0.0,Slight,27/06/2005,Monday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.530381,Camden,Camden,530290.0,182950.0,-0.123068,E01000953,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,09:13,Urban,Fine no high winds,2005,No
3127,200501EO40549,1200.0,0.0,Slight,18/05/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.535959,Hackney,Hackney,532580.0,183630.0,-0.089818,E01002798,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,10:15,Urban,Fine no high winds,2005,No
3128,200501EO40550,401.0,0.0,Slight,08/05/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.518581,Camden,Camden,530410.0,181640.0,-0.121824,E01000914,1,2,0.0,0.0,Metropolitan Police,Dry,One way street,30,16:56,Urban,Fine no high winds,2005,No
3129,200501EO40551,5203.0,503.0,Slight,23/05/2005,Monday,1.0,Auto traffic signal,Crossroads,51.55323,Islington,Islington,530190.0,185490.0,-0.12357,E01002764,1,2,0.0,5.0,Metropolitan Police,Dry,One way street,30,15:30,Urban,Fine no high winds,2005,No
3130,200501EO40553,0.0,0.0,Slight,21/06/2005,Tuesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.562311,Camden,Camden,528210.0,186450.0,-0.151763,E01000909,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,21:15,Urban,Fine no high winds,2005,No
3131,200501EO40554,1.0,502.0,Slight,29/05/2005,Sunday,1.0,Auto traffic signal,Crossroads,51.526415,Islington,Islington,531890.0,182550.0,-0.100165,E01002703,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,00:30,Urban,Fine no high winds,2005,No
3132,200501EO40555,501.0,501.0,Slight,16/06/2005,Thursday,2.0,Give way or uncontrolled,T or staggered junction,51.529636,Islington,Islington,530790.0,182880.0,-0.11589,E01002728,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:03,Urban,Fine no high winds,2005,No
3133,200501EO40556,400.0,0.0,Slight,15/06/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.551167,Camden,Camden,529000.0,185230.0,-0.14082,E01000921,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,2005,No
3134,200501EO40557,5201.0,201.0,Slight,18/05/2005,Wednesday,2.0,Auto traffic signal,Crossroads,51.522121,Islington,Islington,531420.0,182060.0,-0.107119,E01002724,1,3,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,16:45,Urban,Fine no high winds,2005,No
3135,200501EO40558,502.0,502.0,Slight,19/05/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.541995,Camden,Camden,528630.0,184200.0,-0.14653,E01000858,1,3,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,08:20,Urban,Fine no high winds,2005,No
3136,200501EO40559,502.0,0.0,Serious,22/06/2005,Wednesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.536507,Camden,Camden,529050.0,183600.0,-0.140697,E01000947,1,2,0.0,0.0,Metropolitan Police,Dry,One way street,30,15:55,Urban,Fine no high winds,2005,No
3137,200501EO40560,5200.0,0.0,Slight,31/05/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.524701,Camden,Camden,530760.0,182330.0,-0.116526,E01000936,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,2005,No
3138,200501EO40561,4200.0,40.0,Slight,21/06/2005,Tuesday,1.0,Auto traffic signal,Crossroads,51.517389,Camden,Camden,530510.0,181510.0,-0.120431,E01000918,1,1,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,08:44,Urban,Fine no high winds,2005,No
3139,200501EO40563,4201.0,0.0,Slight,20/05/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.529824,Camden,Camden,528800.0,182850.0,-0.144573,E01000946,2,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,15:40,Urban,Fine no high winds,2005,No
3140,200501EO40564,1200.0,0.0,Slight,21/05/2005,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.535959,Hackney,Hackney,532580.0,183630.0,-0.089818,E01002798,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,11:15,Urban,Raining no high winds,2005,No
3141,200501EO40565,0.0,0.0,Slight,25/06/2005,Saturday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.557926,Islington,Islington,530090.0,186010.0,-0.124819,E01002786,1,3,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,16:15,Urban,Fine no high winds,2005,No
3142,200501EO40566,400.0,0.0,Slight,21/06/2005,Tuesday,2.0,Give way or uncontrolled,Private drive or entrance,51.531813,Camden,Camden,529140.0,183080.0,-0.13959,E01000947,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,2005,No
3143,200501EO40568,103.0,503.0,Slight,01/06/2005,Wednesday,1.0,Auto traffic signal,Crossroads,51.557645,Islington,Islington,530920.0,186000.0,-0.112857,E01002730,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,20:48,Urban,Fine no high winds,2005,No
3144,200501EO40569,0.0,104.0,Slight,20/06/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.546247,Islington,Islington,532780.0,184780.0,-0.086502,E01002716,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,07:25,Urban,Fine no high winds,2005,No
3145,200501EO40570,0.0,0.0,Slight,24/06/2005,Friday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.546362,Camden,Camden,528790.0,184690.0,-0.144045,E01000927,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,07:00,Urban,Fine no high winds,2005,No
3146,200501EO40571,503.0,0.0,Slight,28/05/2005,Saturday,1.0,Give way or uncontrolled,Crossroads,51.536714,Camden,Camden,528930.0,183620.0,-0.142418,E01000948,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,02:00,Urban,Fine no high winds,2005,No
3147,200501EO40572,512.0,400.0,Slight,24/06/2005,Friday,1.0,Auto traffic signal,Crossroads,51.535077,Camden,Camden,529410.0,183450.0,-0.135564,E01000947,1,1,0.0,5.0,Metropolitan Police,Wet or damp,Single carriageway,30,22:00,Urban,Fine no high winds,2005,No
3148,200501EO40573,0.0,0.0,Serious,24/06/2005,Friday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.527041,Camden,Camden,529180.0,182550.0,-0.139208,E01000946,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,21:00,Urban,Raining no high winds,2005,No
3149,200501EO40574,503.0,0.0,Slight,15/06/2005,Wednesday,1.0,Give way or uncontrolled,Private drive or entrance,51.545478,Camden,Camden,529510.0,184610.0,-0.133696,E01000865,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,09:15,Urban,Raining no high winds,2005,No
3150,200501EO40576,0.0,0.0,Slight,26/06/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.527967,Camden,Camden,529060.0,182650.0,-0.1409,E01000951,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:40,Urban,Fine no high winds,2005,No
3151,200501EO40577,0.0,0.0,Serious,26/06/2005,Sunday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.538037,Camden,Camden,528250.0,183750.0,-0.15217,E01000860,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,23:56,Urban,Fine no high winds,2005,No
3152,200501EO40578,504.0,504.0,Slight,16/06/2005,Thursday,2.0,Give way or uncontrolled,T or staggered junction,51.523793,Camden,Camden,530410.0,182220.0,-0.121609,E01000937,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,18:40,Urban,Fine no high winds,2005,No
3153,200501EO40579,501.0,501.0,Slight,25/06/2005,Saturday,1.0,Auto traffic signal,T or staggered junction,51.530869,Camden,Camden,530510.0,183010.0,-0.119876,E01000938,1,1,0.0,5.0,Metropolitan Police,Dry,One way street,30,22:40,Urban,Fine no high winds,2005,No
3154,200501EO40581,1.0,0.0,Slight,30/05/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.532626,Islington,Islington,531460.0,183230.0,-0.106106,E01002696,1,1,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,23:10,Urban,Fine no high winds,2005,No
3155,200501EO40583,519.0,0.0,Slight,10/06/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.566014,Islington,Islington,529310.0,186890.0,-0.135741,E01002770,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,2005,No
3156,200501EO40584,501.0,0.0,Slight,14/06/2005,Tuesday,1.0,Auto traffic signal,Crossroads,51.529608,Islington,Islington,532070.0,182910.0,-0.097437,E01002702,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,16:40,Urban,Fine no high winds,2005,No
3157,200501EO40585,400.0,0.0,Slight,21/06/2005,Tuesday,2.0,Give way or uncontrolled,T or staggered junction,51.551167,Camden,Camden,529000.0,185230.0,-0.14082,E01000921,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,07:20,Urban,Fine no high winds,2005,No
3158,200501EO40586,0.0,0.0,Slight,27/06/2005,Monday,2.0,Give way or uncontrolled,T or staggered junction,51.537486,Camden,Camden,529090.0,183710.0,-0.14008,E01000861,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,2005,No
3159,200501EO40587,509.0,0.0,Slight,20/06/2005,Monday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.539062,Camden,Camden,525690.0,183800.0,-0.189045,E01000929,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,07:30,Urban,Fine no high winds,2005,No
3160,200501EO40588,0.0,0.0,Slight,14/06/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.570358,Camden,Camden,528390.0,187350.0,-0.14884,E01000913,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,23:53,Urban,Fine no high winds,2005,No
3161,200501EO40589,501.0,4201.0,Slight,26/06/2005,Sunday,1.0,Auto traffic signal,Crossroads,51.523883,Westminster,Westminster,528840.0,182190.0,-0.144238,E01004715,1,1,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,02:33,Urban,Fine no high winds,2005,No
3162,200501EO40590,1.0,503.0,Slight,07/06/2005,Tuesday,1.0,Auto traffic signal,Crossroads,51.557841,Islington,Islington,530460.0,186010.0,-0.119485,E01002731,2,2,0.0,5.0,Metropolitan Police,Dry,Dual carriageway,30,17:48,Urban,Fine no high winds,2005,No
3163,200501EO40591,510.0,0.0,Slight,14/06/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.545128,Camden,Camden,525490.0,184470.0,-0.191689,E01000968,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,08:10,Urban,Fine no high winds,2005,No
3164,200501EO40592,5203.0,0.0,Slight,11/06/2005,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.547838,Islington,Islington,530580.0,184900.0,-0.118167,E01002765,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,11:42,Urban,Fine no high winds,2005,No
3165,200501EO40593,41.0,0.0,Slight,20/06/2005,Monday,1.0,Give way or uncontrolled,Private drive or entrance,51.548836,Camden,Camden,526190.0,184900.0,-0.181445,E01000972,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,10:30,Urban,Fine no high winds,2005,No
3166,200501EO40594,0.0,0.0,Slight,22/06/2005,Wednesday,1.0,Give way or uncontrolled,Crossroads,51.557477,Islington,Islington,529700.0,185950.0,-0.130464,E01002788,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,07:38,Urban,Fine no high winds,2005,No
3167,200501EO40595,401.0,0.0,Slight,28/06/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.521166,Camden,Camden,530890.0,181940.0,-0.114798,E01000920,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:50,Urban,Fine no high winds,2005,No
3168,200501EO40596,0.0,0.0,Slight,07/06/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.55193,Camden,Camden,525210.0,185220.0,-0.195458,E01000971,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:05,Urban,Fine no high winds,2005,No
3169,200501EO40597,0.0,0.0,Slight,01/06/2005,Wednesday,1.0,Give way or uncontrolled,Crossroads,51.552712,Camden,Camden,524520.0,185290.0,-0.20538,E01000872,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,18:28,Urban,Raining no high winds,2005,No
3170,200501EO40598,400.0,0.0,Slight,08/06/2005,Wednesday,1.0,Auto traffic signal,Crossroads,51.522864,Camden,Camden,529370.0,182090.0,-0.136639,E01000854,1,1,0.0,5.0,Metropolitan Police,Dry,One way street,30,10:11,Urban,Fine no high winds,2005,No
3171,200501EO40599,1.0,515.0,Slight,06/06/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.550856,Islington,Islington,531130.0,185250.0,-0.110109,E01002761,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,07:42,Urban,Fine no high winds,2005,No
3172,200501EO40600,400.0,506.0,Slight,14/04/2005,Thursday,1.0,Auto traffic signal,T or staggered junction,51.519942,Camden,Camden,529570.0,181770.0,-0.133876,E01000850,1,2,0.0,5.0,Metropolitan Police,Dry,One way street,30,12:50,Urban,Fine no high winds,2005,No
3173,200501EO40602,41.0,509.0,Slight,20/06/2005,Monday,1.0,Auto traffic signal,Crossroads,51.541548,Camden,Camden,526630.0,184100.0,-0.17539,E01000961,1,2,0.0,5.0,Metropolitan Police,Dry,Dual carriageway,30,11:15,Urban,Fine no high winds,2005,No
3174,200501EO40603,5.0,0.0,Slight,22/06/2005,Wednesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.537504,Camden,Camden,525420.0,183620.0,-0.193,E01000548,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,15:25,Urban,Fine no high winds,2005,No
3175,200501EO40604,0.0,0.0,Serious,28/06/2005,Tuesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.561497,Camden,Camden,526240.0,186310.0,-0.180219,E01000899,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,10:28,Urban,Fine no high winds,2005,No
